0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,22.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,32.00,0.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,19.80,0.0,0.0,0.0,0.0,0.0,67.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.00,0.0,0.0,0.0,0.0,0.0,90.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.50,0.0,0.0,0.0,0.0,0.0,112.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,30.00,0.0,0.0,0.0,0.0,0.0,22.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,37.00,0.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,24.00,0.0,0.0,0.0,0.0,0.0,67.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.00,0.0,0.0,0.0,0.0,0.0,90.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,135.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,158.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,135.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
